sample_id,dataset_part,source,url,published_at,published_year,published_month,title,text_fragment,entity_mention,entity_norm,risk_type_candidate,found_risk_keywords,risk_type,entity_relevance,alert_flag,alert_reason,label_quality,risk_score_v1,split,review_status,review_comment
sample_000262,natural_sample,lenta,https://lenta.ru/news/2017/06/09/sber/,1496966400,2017,6,Сбербанк восстановил работу систем оплаты после сбоя,"Сбербанк восстановил работу систем оплаты после сбоя Технический сбой в Сбербанке затронул менее 10 процентов операций по картам, на текущий момент все системы финансовой организации работают в штатном режиме. Об этом в пятницу, 9 июня, «Ленте. ру» сообщили в пресс-службе банка.",Сбербанк,Сбербанк,operational_issue,сбой,operational_issue,direct,1,В публикации описан операционный риск для Сбербанк.,ok,85,train,manual_checked,
sample_000362,natural_sample,lenta,https://lenta.ru/news/2012/11/08/sber/,1352332800,2012,11,Сбербанк сократит 25 тысяч человек,"Сбербанк сократит 25 тысяч человек Сбербанк сократит более 25 тысяч рабочих мест к середине 2014 года. Как сообщает ""Интерфакс"", об этом заявил глава финучреждения Герман Греф.",Сбербанк,Сбербанк,no_risk,,no_risk,mentioned_only,0,,ok,0,train,manual_checked,банк только упомянут
sample_000235,natural_sample,ods_tass,https://tass.ru/ekonomika/1988771,1432327904,2015,5,"Большую часть эмиссии облигаций РЖД купили компании, управляющие пенсионными накоплениями","Большую часть эмиссии облигаций РЖД купили компании, управляющие пенсионными накоплениями Срок обращения бумаг - 15 лет. Организаторы размещения серии БО-03 - ВТБ Капитал, Газпромбанк и Sberbank CIB, серии БО-04 - Sberbank CIB.",Газпромбанк,Газпромбанк,no_risk,,no_risk,mentioned_only,0,,ok,0,train,manual_checked,банк только упомянут
sample_000403,natural_sample,lenta,https://lenta.ru/news/2016/02/20/600bln/,1455926400,2016,2,ЦБ выделит системно значимым банкам 600 миллиардов рублей,"ЦБ выделит системно значимым банкам 600 миллиардов рублей 20 октября 2015 года ЦБ опубликовал список системно значимых банков, на которые распространяются требования к соблюдению показателя краткосрочной ликвидности и достаточности капитала в соответствии с правилами «Базель-3». В перечень вошли Сбербанк, Газпромбанк, ВТБ, Альфа-банк, «Открытие», Росбанк, Промсвязьбанк, Райффайзенбанк, «Юникредит» и Россельхозбанк. Третья часть Базельского соглашения была разработана в ответ на недостатки в финансовом регулировании, выявленные кризисом конца 2000-х годов.",Райффайзенбанк,Райффайзенбанк,no_risk,,no_risk,mentioned_only,0,,ok,0,train,manual_checked,банк только упомянут
sample_000749,risk_enriched_sample,ods_tass,https://tass.ru/ekonomika/1979467,1432063885,2015,5,Альфа-банк подал заявку в АСВ на докапитализацию через ОФЗ примерно на 62 млрд рублей,"Альфа-банк подал заявку в АСВ на докапитализацию через ОФЗ примерно на 62 млрд рублей nПозже премьер-министр РФ Дмитрий Медведев утвердил список из восьми банков для получения средств в капитал первого уровня на общую сумму 527,4 млрд рублей. nВ список банков, которые могут пополнить капитал первого уровня за счет АСВ, вошли ВТБ, Газпромбанк (ГПБ), Россельхозбанк (РСХБ), банк ""Российский капитал"", АБ ""Содействие общественным инициативам"", а также попавшие под санкции АБ ""Россия"", СМП-Банк и крымский РНКБ. nБольшую часть средств получит ВТБ - 307,4 млрд рублей.",Газпромбанк,Газпромбанк,sanctions,санкции,no_risk,mentioned_only,0,,ok,0,train,manual_checked,банк только упомянут
sample_000670,risk_enriched_sample,buriy,http://www.vesti.ru/doc.html?id=1972025,1410782400,2014,9,Moody's: санкции скажутся на кредитоспособности РФ,"Moody's: санкции скажутся на кредитоспособности РФ Агентство ожидает, что при сохранении санкций основные экономические проблемы России станут глубже и заметнее и могут отрицательно сказаться на важнейших показателях кредитоспособности в средне- и долгосрочной перспективе. Напомним, санкции Евросоюза предусматривают запрет на кредитование пяти российских госбанков (Сбербанк, ВТБ, ВЭБ, Газпромбанк, Россельхозбанк) и трех крупнейших энергетических компаний (""Роснефть"", ""Газпром нефть"" и ""Транснефть""). Запрет на обращение новых облигаций и акций перечисленных компаний и банков ужесточен: максимально возможная дюрация этих инструментов снижена с 90 до 30 дней.",Сбербанк,Сбербанк,sanctions,санкции,no_risk,mentioned_only,0,,ok,0,train,manual_checked,банк только упомянут
sample_000831,targeted_risk_from_runews,lenta,https://lenta.ru/news/2016/12/28/sberundersiege/,1482883200,2016,12,Хакеры атаковали Сбербанк 74 раза за год,"Хакеры атаковали Сбербанк 74 раза за год С начала 2016 года на Сбербанк было совершено 74 кибератаки. Об этом в среду, 28 декабря, сообщил зампред правления финансовой организации Станислав Кузнецов, передает Rambler News Service.",Сбербанк,Сбербанк,data_leak_security,хакеры,data_leak_security,direct,1,Публикация сообщает о 74 кибератаках на Сбербанк за год.,ok,100,train,manual_checked,
sample_000648,risk_enriched_sample,buriy,http://www.vesti.ru/doc.html?id=2591005,1432015980,2015,5,"Сбербанк и ВТБ хотят отсудить у ""Мечела"" 5,7 миллиарда","Сбербанк и ВТБ хотят отсудить у ""Мечела"" 5,7 миллиарда К металлургической компании ОАО ""Мечел"" поданы два новых иска. Арбитражный суд Москвы зарегистрировал иск Сбербанка о взыскании 3,8 миллиарда рублей.",ВТБ,ВТБ,legal_regulatory,суд; иск,no_risk,mentioned_only,0,,ok,0,train,manual_checked,банк только упомянут
sample_000812,targeted_risk_from_runews,taiga_fontanka,http://www.fontanka.ru/2014/12/19/040/,1418985840,2014,12,СМИ: В дни максимальной волатильности рубля Сбербанк столкнулся с массовым оттоком вкладов,"СМИ: В дни максимальной волатильности рубля Сбербанк столкнулся с массовым оттоком вкладов Сбербанк столкнулся с массовым оттоком денег вкладчиков, сообщают «Ведомости», ссылаясь на источник, близкий к руководству Сбербанка. Банкоматная сеть банка перегружена, с таким трафиком в госбанке еще не сталкивались.",Сбербанк,Сбербанк,operational_issue,не работал,other_risk,direct,1,Публикация сообщает о массовом оттоке вкладов и перегрузке банкоматной сети Сбербанка.,ok,80,train,manual_checked,"риск репутации/ликвидности, не операционный сбой в узком смысле"
sample_000695,risk_enriched_sample,lenta,https://lenta.ru/news/2011/07/08/noclaim/,1310083200,2011,7,Суд отказался поддержать претензии Навального к буровым установкам,"Суд отказался поддержать претензии Навального к буровым установкам В 2009 году Навальный обратился в департамент экономической безопасности МВД РФ с просьбой провести проверку упомянутых сделок. Он указывал, что в действиях ""сотрудников ОАО ""Банк ВТБ"" и ОАО ""ВТБ-Лизинг"" могут содержаться признаки мошенничества в крупном размере"". Позднее Навальный сообщил, что в ДЭБ ему отказали в возбуждении уголовного дела.",Банк ВТБ,ВТБ,legal_regulatory,суд,no_risk,mentioned_only,0,,ok,0,train,manual_checked,банк только упомянут
sample_000171,natural_sample,ods_tass,https://tass.ru/ekonomika/1346421,1406611245,2014,7,Reuters: Уолл-стрит считает санкции США против РФ слишком расплывчатыми,"Reuters: Уолл-стрит считает санкции США против РФ слишком расплывчатыми Финучреждения опасаются, что по ошибке могут нарушить режим санкций, что приведет к карательным мерам со стороны регуляторов, указывает агентство. n16 июля США ввели дополнительные санкции против России в связи с ситуацией вокруг Украины. В частности, в черный список включены компании ""Роснефть"" и НОВАТЭК, а также Внешэкономбанк и Газпромбанк. Санкции лишают компании доступа ""к новому финансированию"", причем только долгосрочному, более чем на 90 дней (то есть возможности получать соответствующие банковские кредиты в США), но не запрещают американским партнерам поддерживать с ними другие деловые отношения и осуществлять другие финансовые транзакции.",Газпромбанк,Газпромбанк,sanctions,санкции,no_risk,mentioned_only,0,,ok,0,train,manual_checked,банк только упомянут
sample_000758,risk_enriched_sample,buriy,http://podrobnosti.ua/economy/2014/09/24/994865.html,1411558077,2014,9,"Под новые санкции Японии попали Сбербанк, ВТБ и Газпромбанк","Под новые санкции Японии попали Сбербанк, ВТБ и Газпромбанк Правительство Японии ввело ограничения на операции с ценными бумагами Сбербанка, Внешэкономбанка, ВТБ, Газпромбанка и Россельхозбанка. Список финансовых учреждений, которые попали под новые санкции в отношении России в связи с ситуацией в Украине, распространил МИД Японии, передает Прайм.",Сбербанк,Сбербанк,sanctions,санкции; ограничения,sanctions,direct,1,"В публикации описаны санкции или ограничения, связанные с Сбербанк.",ok,95,train,manual_checked,
sample_000291,natural_sample,lenta,https://lenta.ru/news/2018/03/14/vtbkostin/,1520985600,2018,3,Глава ВТБ обсудил в Тверской области вопросы сотрудничества с регионом,"Глава ВТБ обсудил в Тверской области вопросы сотрудничества с регионом Одной из главных тем встречи стало развитие филиальной сети «Почта Банка». Сейчас «Почта Банк» присутствует в 47 населенных пунктах Тверской области, включая поселки с населением меньше тысячи человек. В этом году число населенных пунктов, где работает «Почта Банк» в Тверской области, достигнет 62.",Почта Банк,Почта Банк,no_risk,,no_risk,mentioned_only,0,,ok,0,train,manual_checked,банк только упомянут
sample_000331,natural_sample,buriy,http://www.charter97.org/ru/news/2015/9/18/169562/,1442534400,2015,9,«Черный список»: почему Украина решила нанести «санкционный удар» по РФ и как ответит Москва,"«Черный список»: почему Украина решила нанести «санкционный удар» по РФ и как ответит Москва Среди компаний, которые попали под санкции, – крупнейшие российские авиакомпании ""Аэрофлот"", ""Трансаэро"", ""Россия"", ""Сибирь"" (S7), ""Уральские авиалинии"", а также крупнейший российский железнодорожный оператор ОАО ""Первая грузовая компания"" и его украинская дочерняя компания. В список попали Федеральное государственное унитарное авиационное предприятие МЧС России, производители антивирусных программ ""Лаборатория Касперского"" и ""Доктор Веб"", оборонный концерн ""Алмаз-Антей"", холдинг ""Вертолеты России"", Газпромбанк, Россельхозбанк и ряд крымских предприятий. Санкции наложены и на ряд российских СМИ: Первый канал, телеканалы ""РТР-Планета"", ""Россия 24"", НТВ.",Россельхозбанк,Россельхозбанк,sanctions,санкции,sanctions,direct,1,"В публикации описаны санкции или ограничения, связанные с Россельхозбанк.",ok,95,train,manual_checked,
sample_000750,risk_enriched_sample,ods_tass,https://tass.ru/ekonomika/6540658,1560289409,2019,6,Глава НСПК: многие банки могут сохранить нулевой тариф в СБП с 2020 года,"Глава НСПК: многие банки могут сохранить нулевой тариф в СБП с 2020 года nПри этом Комлев отметил, что к концу года к СБП могут быть подключены уже десятки банков. nРанее заместитель президента - председателя правления ВТБ Анатолий Печатников в кулуарах ПМЭФ заявил ТАСС, что ВТБ собирается ввести комиссии за переводы в рамках Системы быстрых платежей с 1 января 2020 года. nВ ноябре прошлого года регулятор сообщил, что в 2019 году для банков будет установлен годовой льготный период, в течение которого ЦБ не будет взимать комиссию за услуги системы.",ВТБ,ВТБ,legal_regulatory,регулятор,no_risk,mentioned_only,0,,ok,0,train,manual_checked,банк только упомянут
sample_000776,risk_enriched_sample,buriy,http://topwar.ru/64127-evrosoyuz-tiho-peresmotrel-chast-antirossiyskih-sankciy.html,1417799255,2014,12,Евросоюз тихо пересмотрел часть антироссийских санкций,"Евросоюз тихо пересмотрел часть антироссийских санкций Первоначально санкции предусматривали ограничение срока кредитов для банков России на срок до одного месяца. Об этом сообщает Интерфакс Теперь Сбербанк, Газпромбанк, ВТБ, РСХБ и Внешэкономбанк смогут получать долгосрочные кредиты, но при этом в поправке есть одна ключевая деталь. Заключается она в том, что российским банкам будут давать деньги в долг в том случае, если они соберутся эти деньги использовать для поддержания своих «дочек», находящихся на территории Евросоюза и имеющих более чем 50%-ную российскую капитализацию.",Газпромбанк,Газпромбанк,sanctions,санкции,no_risk,mentioned_only,0,,ok,0,train,manual_checked,банк только упомянут
sample_000095,natural_sample,lenta,https://lenta.ru/news/2014/08/01/rbssanctions/,1406851200,2014,8,Банки Европы сократили кредитование российских компаний,"Банки Европы сократили кредитование российских компаний Ограничительные меры, в частности, были направлены против финансового сектора. Под санкции попали пять российских банков: Сбербанк, ВТБ, Газпромбанк, ВЭБ и Россельхозбанк. Им запрещено продавать акции или облигации в Европе.",Газпромбанк,Газпромбанк,sanctions,санкции,sanctions,indirect,0,,ambiguous,45,train,manual_checked,риск относится не к банку
sample_000571,risk_enriched_sample,lenta,https://lenta.ru/news/2017/03/22/natsbank_sankcii/,1490140800,2017,3,Нацбанк Украины ввел санкции против «дочек» российских банков,"Нацбанк Украины ввел санкции против «дочек» российских банков 19 марта замглавы НБУ Екатерина Рожкова заявила, что все банки с российским государственным капиталом на Украине ведут переговоры о возможной продаже бизнеса. 16 марта президент Украины утвердил санкции против пяти украинских банков с российским капиталом — это Сбербанк, Виесте Банк, Акционерный коммерческий промышленно-инвестиционный банк, ВТБ, БМ Банк. 7 марта Сбербанк России сообщил о начале обслуживания клиентов по паспортам самопровозглашенных Донецкой и Луганской народных республик.",ВТБ,ВТБ,sanctions,санкции,sanctions,direct,1,"В публикации описаны санкции или ограничения, связанные с ВТБ.",ok,95,train,manual_checked,
sample_000279,natural_sample,lenta,https://lenta.ru/news/2012/04/22/tour/,1335052800,2012,4,"Туристы компании ""Идеальный мир"" застряли в Израиле","Туристы компании ""Идеальный мир"" застряли в Израиле В тот момент за рубежом находились 2,7 тысячи туристов компании. ВТБ согласился предоставить туроператору кредит для погашения долгов, и туристы были доставлены на родину. Работу ""Ланта-тур"", однако, не возобновил.",ВТБ,ВТБ,no_risk,,no_risk,mentioned_only,0,,ok,0,train,manual_checked,банк только упомянут
sample_000019,natural_sample,ods_tass,https://tass.ru/ekonomika/5380787,1531849351,2018,7,"В ВТБ заявили, что личные данные клиентов не попадали в открытый доступ","В ВТБ заявили, что личные данные клиентов не попадали в открытый доступ МОСКВА, 17 июля. /ТАСС/.",ВТБ,ВТБ,data_leak_security,данные клиентов,data_leak_security,direct,1,В публикации обсуждается риск утечки данных клиентов ВТБ.,ok,100,train,manual_checked,
sample_000822,targeted_risk_from_runews,telegram_contest,https://versiya.info/sport/132573,1574158020,2019,11,"iPhone, как приманка: «Сбербанк» опустился до рекламы ставок на спорт","iPhone, как приманка: «Сбербанк» опустился до рекламы ставок на спорт Смыв денег в унитаз хитро прикрыт дорогими подарками. «Зеленый банк» в прошлом году вышел на рекордную прибыль, тем не менее, команде Германа Грефа по-прежнему не хватает денег.",Сбербанк,Сбербанк,customer_complaints,клиенты жалуются,other_risk,direct,1,"Публикация негативно описывает рекламу ставок на спорт, связанную со Сбербанком; это репутационный риск.",ambiguous,80,train,manual_checked,"спорный репутационный риск, не customer_complaints"
sample_000461,natural_sample,ods_tass,https://tass.ru/ekonomika/4804194,1513090759,2017,12,Суд в Петербурге продлил процедуру банкротства компании Кехмана на полгода,"Суд в Петербурге продлил процедуру банкротства компании Кехмана на полгода Иск будет рассмотрен 9 января. nКак следует из материалов дела, с января 2015 года Кехман выкупил часть долгов своей компании у кредиторов ""Сбербанк Лизинг"", ООО ""Аквамарин"", банков Сбербанк России, ""Промсвязьбанк"", ""Санкт-Петербург"", ""Уралсиб"", Райффайзенбанк. nВ сентябре 2015 года Арбитражный суд Петербурга и Ленобласти признал JFC банкротом.",Промсвязьбанк,Промсвязьбанк,legal_regulatory,суд; иск,no_risk,mentioned_only,0,,ambiguous,0,train,manual_checked,риск относится не к банку
sample_000658,risk_enriched_sample,ods_tass,https://tass.ru/ekonomika/1778462,1424359904,2015,2,Альфа-банк просит суд назначить временного управляющего в авиакомпанию UTair,"Альфа-банк просит суд назначить временного управляющего в авиакомпанию UTair ЕКАТЕРИНБУРГ, 19 февраля. /ТАСС/.",Альфа-банк,Альфа-Банк,legal_regulatory,суд,no_risk,mentioned_only,0,,ok,0,train,manual_checked,банк только упомянут
sample_000189,natural_sample,telegram_contest,https://iz.ru/944802/2019-11-19/sberbank-i-mailru-group-podpisali-dogovor-o-sozdanii-sovmestnogo-predpriiatiia,1574148965,2019,11,Сбербанк и Mail.Ru Group подписали договор о создании совместного предприятия,"Сбербанк и Mail.Ru Group подписали договор о создании совместного предприятия Кроме того, в платформу войдут другие комплементарные сервисы — каршеринг YouDrive, миноритарные доли в DC Daily, Performance Group, «СберМаркет», цифровая платформа для ресторанного рынка SberFood (ранее — FoodPlex), платформа ERP для ресторанного бизнеса r-keeper и другие. Кроме того, Сбербанк подписал обязывающую документацию о приобретении 36% в АО «МФ Технологии», контролирующей 58,3% голосующих акций Mail.ru Group, у АО «Газпромбанк» (в размере 35%) и госкорпорации «Ростех» (в размере 1%) и становится равноправным партнером в этой компании. Сейчас ожидается подтверждение этой сделки со стороны Федеральной антимонопольной службы (ФАС).",Газпромбанк,Газпромбанк,no_risk,,no_risk,mentioned_only,0,,ok,0,train,manual_checked,банк только упомянут
sample_000216,natural_sample,telegram_contest,https://www.rbc.ru/finances/25/11/2019/5ddbeb2e9a7947cbd5d44e71,1574700153,2019,11,ЦБ предложил новый способ борьбы с «зарплатным рабством»,"ЦБ предложил новый способ борьбы с «зарплатным рабством» Обслуживание зарплатных проектов крупных предприятий и государственных органов осуществляется в основном ограниченным количеством крупнейших банков. Главный игрок на рынке зарплатных проектов — Сбербанк: его доля составляет 60%, следует из доклада ЦБ. Остальные 40% поделены между другими банками — разбивку этой доли по игрокам регулятор не привел.",Сбербанк,Сбербанк,legal_regulatory,регулятор,no_risk,mentioned_only,0,,ambiguous,0,train,manual_checked,риск относится не к банку
sample_000133,natural_sample,telegram_contest,https://ru.reuters.com/article/businessNews/idRUKBN22J10B-ORUBS,1588838450,2020,5,Рубль дорожает в надежде на Китай как застрельщика мирового восстановления,"Рубль дорожает в надежде на Китай как застрельщика мирового восстановления Российский Центробанк сейчас продает валюту как в рамках бюджетного правила, так и в счет сделки с пакетом акций Сбербанка, при этом объем последних регулятор может уменьшать по мере роста стоимости Urals. Согласно свежей статистике, Центробанк в прошлую среду продал валюту на 20,2 миллиарда рублей (порядка $275 миллионов, согласно расчетам Рейтер), из них плановая продажа в счет бюджетного правила была всего на 3,5 миллиарда рублей, а 16,7 миллиарда - за Сбербанк. Данные за прошлый четверг, когда, по оценкам участников рынка, Центробанк уже мог сократить объем продаж, должны быть опубликованы сегодня утром.",Сбербанк,Сбербанк,legal_regulatory,регулятор,no_risk,mentioned_only,0,,ok,0,train,manual_checked,банк только упомянут
sample_000800,risk_enriched_sample,ods_tass,https://tass.ru/ekonomika/1451178,1411068312,2014,9,Европарламент предлагает ЕС рассмотреть возможность отключения РФ от SWIFT,"Европарламент предлагает ЕС рассмотреть возможность отключения РФ от SWIFT nПоследние санкции ЕС против РФnПоследний пакет санкций в отношении России был принят ЕС 12 сентября. Новые ограничительные меры затронули крупнейшие российские госбанки - Сбербанк, ВТБ, ВЭБ, Газпромбанк и Россельхозбанк, компании ""Роснефть"", ""Транснефть"", ""Газпром нефть"", ""Уралвагонзавод"", ""Оборонпром"" и Объединенную авиастроительную корпорацию. nПомимо компаний, ЕС внес еще 24 фамилии в свой черный список для России и Украины, доведя общее число его фигурантов до 119.",Газпромбанк,Газпромбанк,sanctions,санкции,no_risk,mentioned_only,0,,ok,0,train,manual_checked,банк только упомянут
sample_000242,natural_sample,buriy,http://www.interfax.ru/business/438388,1429886580,2015,4,Рынок рублевых бондов замер в ожидании пенсионного импульса,"Рынок рублевых бондов замер в ожидании пенсионного импульса Сокращение притока пенсионных денег стало одним из важных отрицательных факторов для рублевого рынка негосударственных облигаций. ""Отсутствие пенсионных средств усилило негативный эффект закрытых внешних рынков капитала: выпуски со сроком до погашения более 3 лет стали редкостью, так как ключевыми инвесторами стали локальные банки, для которых основным источником ликвидности выступает ЦБ"", - пишет в пятницу в своем обзоре Райффайзенбанк. К моменту начала регуляторных катаклизмов пенсионные фонды уже играли более чем заметную роль на локальном долговом рынке.",Райффайзенбанк,Райффайзенбанк,no_risk,,no_risk,mentioned_only,0,,ok,0,train,manual_checked,банк только упомянут
sample_000543,risk_enriched_sample,buriy,http://rusplt.ru/world/simvolicheskie-sanktsii-12914.html,1411036763,2014,9,Символические санкции,"Символические санкции Список дополнили высокопоставленные российские чиновники, например, глава Чеченской республики Рамзан Кадыров. До этого Канада несколько раз расширяла санкционные списки, последовательная включая в них крупнейшие российские банки, такие как Внешэкономбанк и «Газпромбанк», крупные российские корпорации, например НОВАТЭК и концерн «Калашников», а также бизнесменов и чиновников, которые, по мнению Оттавы, причастны к конфликту на Украине. В середине марта США первыми в качестве меры воздействия на российскую политику в Крыму ввели ряд санкций, нацеленных на высокопоставленных российских чиновников и бизнесменов.",Газпромбанк,Газпромбанк,sanctions,санкции,no_risk,mentioned_only,0,,ok,0,train,manual_checked,банк только упомянут
sample_000662,risk_enriched_sample,buriy,http://oko-planet.su/finances/financesnews/295449-forbes-horoshie-novosti-o-rossiyskoy-ekonomike-inflyaciya-snizitsya-vdvoe-v-sleduyuschem-godu.html,1444204464,2015,10,Forbes: Хорошие новости о российской экономике: инфляция снизится вдвое в следующем году,"Forbes: Хорошие новости о российской экономике: инфляция снизится вдвое в следующем году Основной нисходящий импульс инфляции дали цены на продовольствие. Россия ввела запрет на торговлю продуктами питания с ключевыми европейскими партнёрами в отместку за санкции против банка ВТБ, Сбербанка, Роснефти, Газпрома и других компаний. Цены на продукты питания выросли на 17,4 процентов в прошлом месяце в годовом исчислении.",ВТБ,ВТБ,sanctions,санкции,no_risk,mentioned_only,0,,ok,0,train,manual_checked,банк только упомянут
sample_000221,natural_sample,telegram_contest,https://gorod55.ru/news/politics/17-11-2019/zamery-tko-arest-sledovatelya-kladbischenskaya-gorka,1573971817,2019,11,"Замеры ТКО, арест следователя, кладбищенская горка","Замеры ТКО, арест следователя, кладбищенская горка В Омске появится еще один бизнес-центр. Компания Райффайзенбанк планирует забрать здание Омского агрегатного завода и разместить в нем одно из своих подразделений. Соответствующее соглашение подписано с ООО «Технопарк-Омск» (один из совладельцев «Технопарк-Омск» - бывший гендиректор АО «Омскагрегат» Сергей Морев).",Райффайзенбанк,Райффайзенбанк,no_risk,,no_risk,mentioned_only,0,,ok,0,train,manual_checked,банк только упомянут
sample_000314,natural_sample,taiga_fontanka,http://www.fontanka.ru/2016/01/15/018/,1452847980,2016,1,В Петербурге суд рассмотрит дело о хищениях из банкоматов при помощи скиммеров,"В Петербурге суд рассмотрит дело о хищениях из банкоматов при помощи скиммеров На скамье подсудимых окажутся Евгений Михайлов и Камо Восканян, сообщает горпрокуратура. По версии следствия, с ноября 2012 года по июнь 2013 года злоумышленники похищали деньги, установив на банкоматы ВТБ 24 и Сбербанка скиммеры. От их действий пострадало более 50 человек.",ВТБ,ВТБ,fraud_phishing,суд; злоумышленники,fraud_phishing,direct,1,"В публикации описано мошенничество или хищение, связанное с ВТБ.",ok,90,train,manual_checked,
sample_000385,natural_sample,buriy,http://rbcdaily.ru/finance/562949994399107,1426713900,2015,3,"Банки не дают, предприниматели не берут","Банки не дают, предприниматели не берут Во-вторых, переориентацией ведущих участников рынка на финансирование крупных российских компаний, которым санкции фактически закрыли доступ к западным рынкам капитала. Банки не хотят С прошлого года акцент на обслуживании и кредитовании крупных компаний (голубых фишек), для которых внешние рынки практически закрыты, делает, например, Промсвязьбанк, для которого ранее работа с МСБ была одним из основных направлений бизнеса. По данным «Эксперт РА», портфель кредитов МСБ Промсвязьбанка сократился за 2014 год на 14,6%.",Промсвязьбанк,Промсвязьбанк,sanctions,санкции,no_risk,mentioned_only,0,,ok,0,train,manual_checked,банк только упомянут
sample_000122,natural_sample,taiga_fontanka,http://www.fontanka.ru/2013/08/17/043/,1376759100,2013,8,Сбербанк опровергает проблемы с обслуживанием своих карт в Петербурге,"Сбербанк опровергает проблемы с обслуживанием своих карт в Петербурге ""По Петербургу никаких жалоб не поступало"", - так ответили корреспонденту ""Фонтанки"" в справочной Сбербанка на вопрос о том, имеются ли в города проблемы с оплатой по сбербанковским картам. По данным банка, небольшие проблемы сейчас наблюдаются в Уфе и некоторых других городах России - но не в Петербурге.",Сбербанк,Сбербанк,no_risk,,no_risk,mentioned_only,0,,ok,0,train,manual_checked,банк только упомянут
sample_000223,natural_sample,lenta,https://lenta.ru/news/2015/09/28/ukr_banks/,1443398400,2015,9,Порошенко призвали запретить работу российских банков на Украине,"Порошенко призвали запретить работу российских банков на Украине 16 сентября Киев ввел санкции в отношении 105 российских юридических лиц. В этом списке оказались, в частности, кредитные учреждения — Газпромбанк, Россельхозбанк и Банк Москвы. Между тем, по данным ТАСС, зампред правления ВТБ Герберт Моос в ходе конференц-колла в понедельник, 28 сентября, заявил, что не считает возможным введение санкций в отношении украинской «дочки» этого российского госбанка.",Газпромбанк,Газпромбанк,sanctions,санкции,sanctions,direct,1,"В публикации описаны санкции или ограничения, связанные с Газпромбанк.",ok,95,train,manual_checked,
sample_000733,risk_enriched_sample,buriy,http://polit.ru/news/2014/09/29/mechel_creditors/,1412008202,2014,9,В Кремле заявили о готовности «Мечела» прийти к компромиссу с кредиторами,"В Кремле заявили о готовности «Мечела» прийти к компромиссу с кредиторами Руководство «Мечела» практически пришло к компромиссу с кредиторами, а иск банка ВТБ к компании носит технический характер, сообщает «Интерфакс» со ссылкой на помощника президента России Андрея Белоусова. «Я могу сказать так: с моей точки зрения, а я разбирался и проводил совещание, аккуратно скажу так - руководство ""Мечела"" как никогда близко к заключению компромисса с кредиторами.",ВТБ,ВТБ,legal_regulatory,иск,no_risk,mentioned_only,0,,ok,0,train,manual_checked,банк только упомянут
sample_000472,natural_sample,ods_tass,https://tass.ru/ekonomika/4804194,1513090759,2017,12,Суд в Петербурге продлил процедуру банкротства компании Кехмана на полгода,"Суд в Петербурге продлил процедуру банкротства компании Кехмана на полгода Иск будет рассмотрен 9 января. nКак следует из материалов дела, с января 2015 года Кехман выкупил часть долгов своей компании у кредиторов ""Сбербанк Лизинг"", ООО ""Аквамарин"", банков Сбербанк России, ""Промсвязьбанк"", ""Санкт-Петербург"", ""Уралсиб"", Райффайзенбанк. nВ сентябре 2015 года Арбитражный суд Петербурга и Ленобласти признал JFC банкротом.",Райффайзенбанк,Райффайзенбанк,legal_regulatory,суд; иск,no_risk,mentioned_only,0,,ambiguous,0,train,manual_checked,риск относится не к банку
