sample_id,text_fragment,title,entity_norm,alert_flag,teacher_model,teacher_label,teacher_confidence,teacher_reason
ml_000779,"Число заходов россиян на сайты мошенников увеличилось в 10 раз В ведомстве предупредили, что злоумышленники могут предложить купить несуществующие товары или услуги, предложить провести на дому бесплатное тестирование или вакцинацию от коронавируса, пообещать помощь в получении пособий или в проведении процедуры банкротства, а также предложить работу. «Ридус» также писал о том, что крупные российские банки ВТБ и Промсвязьбанк зафиксировали в первой половине апреля рост активности мошенников, пытающихся похитить средства клиентов, оценив его в 15% по сравнению с аналогичным периодом марта. Кроме того, статистические данные, полученные «Лабораторией Касперского» свидетельствуют о том, что во время объявленного в России режима самоизоляции выросла доля телефонных звонков с подозрением на мошенничество.",Число заходов россиян на сайты мошенников увеличилось в 10 раз,Промсвязьбанк,1,gpt-4.1,1,0.85,ok
ml_000780,"В Забайкалье пятеро молодых людей похитили три млн рублей из банкомата Транспортные полицейские задержали подозреваемых в совершении кражи трех млн рублей из банкомата, сообщает пресс-служба ЛУ МВД России по Забайкальскому краю. В ночь на 1 марта злоумышленники проникли в здание железнодорожного вокзала станции Могзон Хилокского района через окно, где с помощью подручных инструментов взломали дверь в помещение офиса банка ""ВТБ - 24"". Там они из банкомата, путем его частичного повреждения, похитили три млн рублей.",В Забайкалье пятеро молодых людей похитили три млн рублей из банкомата,ВТБ,1,gpt-4.1,1,0.9,ok
ml_000781,"В Петербурге поймали хакеров-близнецов, укравших у банков 12 млн рублей В Петербурге поймали хакеров-близнецов, укравших у банков 12 млн рублей. Жертвами киберпреступников стали клиенты крупных банков, включая Сбербанк и ВТБ 24, отмечает РБК. По данным полиции, злоумышленники собирали персональные данные, создавая сайты-дублёры оригинальных интернет-страниц, а также используя вредоносное ПО, подменяющее IP-адреса настоящих серверов.","В Петербурге поймали хакеров-близнецов, укравших у банков 12 млн рублей",Сбербанк,1,gpt-4.1,1,0.98,ok
ml_000783,"Греф после утечки данных объявил о борьбе с внутренним предательством Греф также сообщил, что кадровые решения после утечки уже последовали и «еще последуют». В начале октября Сбербанк признал утечку данных клиентов. Уже тогда кредитная организация заявила, что утечка, скорее всего, вызвана действиями одного из его сотрудников.",Греф после утечки данных объявил о борьбе с внутренним предательством,Сбербанк,1,gpt-4.1,1,1.0,ok
ml_000784,"Менеджера, обманувшего «Альфа Банк», осудили за мошенничество Менеджера ООО «Содействие» приговорили к 4 годам лишения свободы. Мужчина с подельниками обманул ОАО «Альфа Банк» более чем на полмиллиона.","Менеджера, обманувшего «Альфа Банк», осудили за мошенничество",Альфа-Банк,1,gpt-4.1,1,0.85,ok
ml_000785,"На Загородном обнесли банкоматы По предварительной оценке, злоумышленники похитили более пяти миллионов рублей. Как стало известно АЖУРу, 31 мая в 28 отдел милиции обратился предприниматель, который заявил о том, что дверь в помещение, которое он арендует на Загородном, 10, вскрыта, а банкоматы ОАО «Банк Москвы» и ОАО «Альфа-Банк», находящиеся там, взломаны. Прибывшие на место специалисты сообщили, что в банкоматах, принадлежащих их банкам должно было находиться 2,8 и 2,5 миллионов рублей соответственно.",На Загородном обнесли банкоматы,Альфа-Банк,1,gpt-4.1,1,0.95,ok
ml_000787,"Альфа-банк попросил проверить компанию Михаила Абызова на мошенничество О том, что Альфа-банк подал заявление в Главное управление экономической безопасности и противодействия коррупции (ГУБЭП) МВД, РБК рассказал один из кредиторов Е4. Источник в правоохранительных органах подтвердил, что такое заявление получено и по нему ведется проверка.",Альфа-банк попросил проверить компанию Михаила Абызова на мошенничество,Альфа-Банк,1,gpt-4.1,0,0.85,ok
ml_000788,"Бывший зампред банка «Траст» задержан по делу о мошенничестве «В скором времени следствие планирует выйти в Тверской районный суд Москвы с ходатайством об избрании в отношении задержанного меры пресечения», — сказала она. Пресс-служба «Траста» и санирующего его банка «ФК Открытие» в разговоре с корреспондентом РБК отказалась от комментариев. Уголовное дело в отношении ряда бывших руководителей и сотрудников коммерческого банка «Траст» было возбуждено в конце апреля по ст. 159 Уголовного кодекса РФ (мошенничество).",Бывший зампред банка «Траст» задержан по делу о мошенничестве,Банк Открытие,1,gpt-4.1,1,0.9,ok
ml_000789,"Бывший топ-менеджер ""Сибнефти"" приговорен к 7 годам колонии за хищение $776 млн у ВТБ МОСКВА, 4 июля. /ТАСС/ Таганский суд Москвы приговорил к 7 годам колонии строгого режима бывшего топ- менеджера ""Сибнефти"" Федора Хорошилова, обвиняемого в хищении $776 млн у ВТБ. n""Приговором суда Хорошилов приговорен к 7 годам заключения в колонии общего режима, его соучастник Гендрик Мундуть - к 5 годам условно.","Бывший топ-менеджер ""Сибнефти"" приговорен к 7 годам колонии за хищение $776 млн у ВТБ",ВТБ,1,gpt-4.1,1,0.9,ok
ml_000790,"В Екатеринбурге осуждены фигуранты дела о хищении более 3 млрд рублей у российских банков nОбязанности по полному возврату кредитов мошенники так и не выполнили. Среди пострадавших банков - Сбербанк, ВТБ, Россельхозбанк, Уралсиб и другие. Раскрыть преступную схему удалось благодаря совместной работе МВД и управления ФСБ по Свердловской области.",В Екатеринбурге осуждены фигуранты дела о хищении более 3 млрд рублей у российских банков,ВТБ,1,gpt-4.1,1,0.95,ok
ml_000791,"Полиция провела обыск по делу о хищении 5 млрд рублей у ""Банка ВТБ"" nВ ведомстве отметили, что в ноябре 2007 года генеральный директор ООО ""Руссагропром"" Евгения Кремнева обратилась в вышеуказанный банк для получения кредита на приобретение стопроцентного пакета акций иностранной компании, основными активами которой являлись российские предприятия – производители молочной продукции. n""При этом в качестве обеспечения кредитных обязательств злоумышленники предоставили в кредитное учреждение ряд документов, содержащих завышенные показатели финансово- хозяйственной деятельности указанных фирм. В результате введенное в заблуждение руководство кредитной организации ""Банк ВТБ Европа ПЛС"" приняло положительное решение о выдаче целевого кредита в размере более 5 млрд рублей, которые были выведены на счета оффшорных компаний"", - сказали в МВД. nПо данным следствия, при совершении указанного преступления использовались несколько коммерческих организаций, в том числе ""Маркап Инвестментс Групп Лимитед"".","Полиция провела обыск по делу о хищении 5 млрд рублей у ""Банка ВТБ""",ВТБ,1,gpt-4.1,1,0.95,ok
ml_000793,"Суд отклонил жалобу потерпевших на УДО фигуранта дела о хищении 3 млрд рублей у банков Обязанности по полному возврату кредитов мошенники так и не выполнили. Среди пострадавших банков - Сбербанк, ВТБ, Россельхозбанк, Уралсиб и другие. nВ октябре 2015 года Андрей Палферовnбыл приговоренnк 10 годам лишения свободы в колонии общего режима и штрафу в 1 млн рублей, однако после апелляции суд снизил срок наказания до 9 лет и четырех месяцев лишения свободы в колонии общего режима со штрафом в 1 млн рублей.",Суд отклонил жалобу потерпевших на УДО фигуранта дела о хищении 3 млрд рублей у банков,ВТБ,1,gpt-4.1,1,0.9,ok
ml_000794,"У &quot;ВТБ 24&quot; похитили 42 миллиона рублей Злоумышленники незаконно сняли с кредитных карт банка ""ВТБ 24"" почти сорок два миллиона рублей, сообщает РИА Новости. Карты были оформлены на имена сотрудников работающего в Москве и Санкт-Петербурге предприятия, от имени гендиректора которого мошенники заключили с банком договор.",У &quot;ВТБ 24&quot; похитили 42 миллиона рублей,ВТБ,1,gpt-4.1,1,0.98,ok
ml_000795,Банковского сотрудника судят за хищение в Новокузнецке В Новокузнецке начался суд над экс-менеджером отдела продаж банка ВТБ 24 Романом Бузыревым. Его обвиняют в хищении 130 миллионов рублей.,Банковского сотрудника судят за хищение в Новокузнецке,ВТБ,1,gpt-4.1,1,0.85,ok
ml_000796,"Курский бизнесмен и глава филиала ВТБ получили сроки за хищение 2,8 млрд рублей КУРСК, 21 августа. /ТАСС/.","Курский бизнесмен и глава филиала ВТБ получили сроки за хищение 2,8 млрд рублей",ВТБ,1,gpt-4.1,1,0.95,ok
ml_000797,"В филиале банка &quot;ВТБ&quot; раскрыты кредитные мошенники Новые эпизоды, связанные с многомиллионными финансовыми махинациями в Вологде, раскрыли сотрудники МВД. Они выяснили, что в филиале вологодского «Промстройбанка» (сейчас «Банк ВТБ Северо-Запад») проводились незаконные получения кредитов и хищения денег. В конце февраля следственная часть выявила новых участников преступной группировки.",В филиале банка &quot;ВТБ&quot; раскрыты кредитные мошенники,ВТБ,1,gpt-4.1,1,0.95,ok
ml_000798,"Суд рассмотрит жалобу потерпевших на УДО фигуранта дела о хищении 3 млрд рублей у банков Обязанности по полному возврату кредитов мошенники так и не выполнили. Среди пострадавших банков - Сбербанк, ВТБ, Россельхозбанк, Уралсиб и другие. nВ октябре 2015 года Андрей Палферовnбыл приговоренnк 10 годам лишения свободы в колонии общего режима и штрафу в 1 млн рублей, однако после апелляции суд снизил срок наказания до 9 лет и четырех месяцев лишения свободы в колонии общего режима со штрафом в 1 млн рублей.",Суд рассмотрит жалобу потерпевших на УДО фигуранта дела о хищении 3 млрд рублей у банков,ВТБ,1,gpt-4.1,1,0.85,ok
ml_000800,"В Екатеринбурге мошенники обещают кредиты, которые ""можно не возвращать"" По словам звонившего, после этого служба безопасности убирает информацию из реестров банков и банк получает страховку», — рассказывает местный житель. Преступники утверждают, что сотрудничают с ВТБ, Сбербанком, «Кольцом Урала», УБРиР и Бинбанком.","В Екатеринбурге мошенники обещают кредиты, которые ""можно не возвращать""",ВТБ,1,gpt-4.1,1,0.85,ok
ml_000801,"Мосгорсуд отменил пятилетний приговор фигурантке дела о хищениях в Банке Москвы Женщина проходила по одному из эпизодов, инкриминируемых бывшему руководству Банка Москвы — президенту Андрею Бородину и его заму Дмитрию Акулинину, которые, по мнению следствия, организовали хищение средств Банка Москвы в размере более 12,5 миллиарда рублей. В рамках дела Тимониной был также предъявлен гражданский иск со стороны банка ВТБ, который в данный момент входит в состав акционеров Банка Москвы и числится потерпевшим по делу. Сумма иска составляет 15 миллиардов рублей.",Мосгорсуд отменил пятилетний приговор фигурантке дела о хищениях в Банке Москвы,ВТБ,1,gpt-4.1,1,0.95,ok
ml_000802,"Курского бизнесмена арестовали за мошенничество с кредитами ВТБ В Москве по подозрению в мошенничестве арестован генеральный директор ООО ""Курская строительная компания"" Владимир Лосев. Об этом 15 марта пишет газета ""Коммерсантъ"".",Курского бизнесмена арестовали за мошенничество с кредитами ВТБ,ВТБ,1,gpt-4.1,1,0.8,ok
ml_000805,"МВД не подтверждает факт возбуждения новых уголовных дел в отношении Кехмана nПо ее словам, в настоящее время возбуждено и расследуется уголовное дело в отношении экс-председателя совета директоров компании Юлии Захаровой. ""Вместе с тем, по заявлению руководства ПАО ""Промсвязьбанк"" возбуждено и расследуется уголовное дело в отношении Юлии Захаровой и неустановленных соучастников по факту невозврата кредитных денежных средств в сумме 71,5 млн долларов (не менее 2,217 млрд рублей), то есть по ч. 4 ст. 159 УК РФ - мошенничество в сфере кредитования"", - уточнила Алексеева. nГруппа JFC объединяет компании по производству, закупке, перевозке и продаже фруктов.",МВД не подтверждает факт возбуждения новых уголовных дел в отношении Кехмана,Промсвязьбанк,1,gpt-4.1,1,0.95,ok
ml_000807,"СМИ сообщили о возбуждении дела по факту хищения средств Промсвязьбанка Оно было возбуждено по ч. 4 ст. 159 УК РФ (мошенничество в особо крупном размере) в декабре 2012 года. Поводом послужили заявления от ЗАО «Райффайзенбанк», ОАО «Банк «Уралсиб» и от председателя Северо-Западного подразделения Сбербанка России. Потом к числу заявителей также добавились Банк Москвы, Промсвязьбанк и ряд других.",СМИ сообщили о возбуждении дела по факту хищения средств Промсвязьбанка,Райффайзенбанк,1,gpt-4.1,1,0.95,ok
ml_000808,"МВД выявило хищение 263 млн рублей у ""Россельхозбанка"" /ИТАР-ТАСС/. МВД России выявило факты хищения денежных средств ""Россельхозбанк"", в которых подозреваются представители нескольких коммерческих организаций и бывшее руководство одного из региональных отделений кредитного учреждения. Об этом сегодня ИТАР-ТАСС сообщили в Главном управлении экономической безопасности и противодействия коррупции /ГУЭБиПК/ МВД РФ.","МВД выявило хищение 263 млн рублей у ""Россельхозбанка""",Россельхозбанк,1,gpt-4.1,1,0.95,ok
ml_000810,"В Екатеринбурге осуждены фигуранты дела о хищении более 3 млрд рублей у российских банков nОбязанности по полному возврату кредитов мошенники так и не выполнили. Среди пострадавших банков - Сбербанк, ВТБ, Россельхозбанк, Уралсиб и другие. Раскрыть преступную схему удалось благодаря совместной работе МВД и управления ФСБ по Свердловской области.",В Екатеринбурге осуждены фигуранты дела о хищении более 3 млрд рублей у российских банков,Россельхозбанк,1,gpt-4.1,1,0.95,ok
ml_000811,"Суд отклонил жалобу потерпевших на УДО фигуранта дела о хищении 3 млрд рублей у банков Обязанности по полному возврату кредитов мошенники так и не выполнили. Среди пострадавших банков - Сбербанк, ВТБ, Россельхозбанк, Уралсиб и другие. nВ октябре 2015 года Андрей Палферовnбыл приговоренnк 10 годам лишения свободы в колонии общего режима и штрафу в 1 млн рублей, однако после апелляции суд снизил срок наказания до 9 лет и четырех месяцев лишения свободы в колонии общего режима со штрафом в 1 млн рублей.",Суд отклонил жалобу потерпевших на УДО фигуранта дела о хищении 3 млрд рублей у банков,Россельхозбанк,1,gpt-4.1,1,0.95,ok
ml_000812,"Суд рассмотрит жалобу потерпевших на УДО фигуранта дела о хищении 3 млрд рублей у банков Обязанности по полному возврату кредитов мошенники так и не выполнили. Среди пострадавших банков - Сбербанк, ВТБ, Россельхозбанк, Уралсиб и другие. nВ октябре 2015 года Андрей Палферовnбыл приговоренnк 10 годам лишения свободы в колонии общего режима и штрафу в 1 млн рублей, однако после апелляции суд снизил срок наказания до 9 лет и четырех месяцев лишения свободы в колонии общего режима со штрафом в 1 млн рублей.",Суд рассмотрит жалобу потерпевших на УДО фигуранта дела о хищении 3 млрд рублей у банков,Россельхозбанк,1,gpt-4.1,1,0.92,ok
ml_000815,"Жителю Новосибирска грозит до 10 лет тюрьмы за хищение найденных у банкомата 1,6 млн руб В Новосибирске местный житель предстанет перед судом за хищение у банка 1,6 млн рублей. Две депозитные кассеты с этой суммой оставили без присмотра у банкомата инкассаторы, сообщила пресс-служба прокуратуры Новосибирской области. n""По версии следствия, 29-летний Дмитрий Рудаков похитил две оставленные инкассаторами ПАО ""Сбербанк"" без присмотра депозитные кассеты с денежными средствами на сумму более 1,6 млн рублей. Рудаков обнаружил эти кассеты ночью, когда зашел в павильон с банкоматом, расположенный по Красному проспекту Центрального района Новосибирска"", - сказали в пресс-службе.","Жителю Новосибирска грозит до 10 лет тюрьмы за хищение найденных у банкомата 1,6 млн руб",Сбербанк,1,gpt-4.1,1,0.65,ok
ml_000816,"Греф: мошенники вбросили в систему Сбербанка несколько миллионов фальшивых рублей ""Более того, за этот год количество подделок в России сократилось на 20 процентов"", - отметил Лунтовский, добавив, что число поддельных денег в России почти вдвое меньше, чем в еврозоне. nПроблема фальшивых купюрnРанее о временном прекращении приема 5-тысячных банкнот в Московском регионе заявили Сбербанк, ВТБ-24, Банк Москвы, Альфа-банк, банк ""Юникредит"" и Промсвязьбанк. Большинство банков связали это соnвсплеском выявления фальшивых купюрnдостоинством 5000 рублей, изготовленных именно для приема банкоматами.",Греф: мошенники вбросили в систему Сбербанка несколько миллионов фальшивых рублей,Сбербанк,1,gpt-4.1,1,0.95,ok
ml_000818,"Телефонные мошенники вытянули у 82-летнего петербуржца 800 тысяч рублей В ходе беседы пенсионеру было предложено заплатить миллион рублей и спасти сына от уголовной ответственности. Так как подобных денег у пенсионера не было, он съездил в Сбербанк и снял со счета часть нужной суммы. Как ""Фонтанке"" сообщили в уголовном розыске, мошенники встретили жертву возле банка, а когда потерпевший вышел с деньгами, умудрились выудить из него еще около четырехсот тысяч в валюте, которая хранилась у него дома.",Телефонные мошенники вытянули у 82-летнего петербуржца 800 тысяч рублей,Сбербанк,1,gpt-4.1,0,0.95,ok
ml_000819,"В Екатеринбурге осуждены фигуранты дела о хищении более 3 млрд рублей у российских банков nОбязанности по полному возврату кредитов мошенники так и не выполнили. Среди пострадавших банков - Сбербанк, ВТБ, Россельхозбанк, Уралсиб и другие. Раскрыть преступную схему удалось благодаря совместной работе МВД и управления ФСБ по Свердловской области.",В Екатеринбурге осуждены фигуранты дела о хищении более 3 млрд рублей у российских банков,Сбербанк,1,gpt-4.1,1,0.95,ok
ml_000820,"СМИ: В отношении Кехмана могут возбудить уголовное дело об отмывании денег Кехмана уже обвиняют в крупном мошенничестве, уголовное дело об отмывании может стать для него вторым, пишет «Коммерсантъ» в среду, 8 апреля. Потерпевшим по одному эпизоду ч. 4 ст. 159 Уголовного кодекса («Мошенничество в особо крупном размере») является Сбербанк. Нанесенный ему ущерб оценивается в пять миллиардов рублей, однако эта сумма может быть увеличена минимум до восьми миллиардов.",СМИ: В отношении Кехмана могут возбудить уголовное дело об отмывании денег,Сбербанк,1,gpt-4.1,1,0.95,ok
ml_000821,"Петербургский бизнесмен получил 4 года условно за хищение 20 млн у Сбербанка В Московском районе за хищение 20 млн рублей у Сбербанка осужден генеральный директор ЗАО «Парголовский» Сергей Кобзев. Как сообщает прокуратура Петербурга, в суде было доказано: не позднее 2 июня 2008 года Кобзев, являясь учредителем и единственным акционером ЗАО «Интер Траст Инвест», а также генеральным директором и одним из акционеров ЗАО «Парголовский», разработал план хищения денег Северо-Западного банка ОАО «Сбербанк России» под видом получения ЗАО «Интер Траст Инвест» кредита. «Кобзев сфальсифицировал протокол внеочередного общего собрания акционеров ЗАО «Парголовский», в соответствии с которым акционеры единогласно приняли решение о предоставлении принадлежащего ЗАО «Парголовский» объекта недвижимости - нежилого здания, расположенного по адресу: улица Первого Мая, 33а, и права аренды земельного участка по тому же адресу в качестве залога для получения ЗАО «Интер Траст Инвест» кредита в Московском отделении 1877 Северо-Западного банка ОАО «Сбербанк России»», - отметили в прокуратуре.",Петербургский бизнесмен получил 4 года условно за хищение 20 млн у Сбербанка,Сбербанк,1,gpt-4.1,1,0.95,ok
ml_000822,"Два года выдававших себя за банкиров родителей шестерых детей осудили в Сибири В Иркутской области воспитывающие шестерых детей супруги получили по пять лет условно за мошенничество — имитацию деятельности банка по выдаче кредитов, сообщается на сайте Усольского городского суда. «Представитель ПАО ""Сбербанк России"" и прокурор не согласились с такой квалификацией действий подсудимых, подали апелляционные жалобы и представления в Иркутский областной суд», — отмечено в тексте. Следствие вменяло им также незаконное получение сведений, содержащих банковскую тайну (часть 3 статьи 183 УК) и неправомерный доступ к компьютерной информации (часть 3 статья 272 УК), но это обвинение сочли чрезмерным.",Два года выдававших себя за банкиров родителей шестерых детей осудили в Сибири,Сбербанк,1,gpt-4.1,1,0.85,ok
ml_000823,"МВД не подтверждает возбуждение нового уголовного дела против Кехмана В феврале 2012 года, когда с компании стали требовать возврата средств, ее руководители обратились в арбитражный суд с требованием о признании JFC банкротом. Следственный департамент МВД России предъявил Кехману обвинение по статье ""Мошенничество в особо крупном размере"", потерпевшим по уголовному делу числится Сбербанк.",МВД не подтверждает возбуждение нового уголовного дела против Кехмана,Сбербанк,1,gpt-4.1,1,0.8,ok
ml_000824,"Бывший топ-менеджер Сбербанка задержан в Петербурге по подозрению в мошенничестве В Санкт-Петербурге задержаны участники организованной группы, подозреваемые в покушении на мошенничество. Как сообщает пресс-служба МВД РФ, сотрудниками Главного управления экономической безопасности и противодействия коррупции (ГУЭБиПК) МВД России и ГУ МВД России по СЗФО совместно с департаментом безопасности ОАО «Сбербанк России» задержаны участники организованной группы, которые специализировалась на мошенничестве в сфере получения крупных кредитов в ряде кредитно-финансовых учреждений с государственным участием. По итогам оперативных мероприятий установлено, что группа действовала на территории Санкт-Петербурга более пяти лет.",Бывший топ-менеджер Сбербанка задержан в Петербурге по подозрению в мошенничестве,Сбербанк,1,gpt-4.1,1,0.8,ok
ml_000825,"Владельца ""Энергомаша"" арестовали за мошенничество с кредитами Сбербанка Поручителями по ним выступал как лично Степанов, так и компании группы. Заемщик перестал обслуживать большую часть обязательств в октябре 2008 года, после чего Сбербанк начал банкротство компаний ""Энергомаша"". Банк пытался получить контроль над банкротством ""Энергомаша"", но сделать этого ему не удалось.","Владельца ""Энергомаша"" арестовали за мошенничество с кредитами Сбербанка",Сбербанк,1,gpt-4.1,1,0.95,ok
ml_000826,"В Каменском районе активизировались мобильные мошенники Только в течении дня 9 декабря поступило около двадцати звонков жителям города и близлежащих районов с номеров 495-290-07-58 ( якобы Сбербанк) и 999-100-24-24 (якобы банк VTB). Как правило, звонят неизвестные лица, представляясь сотрудниками несуществующей службы безопасности банка.",В Каменском районе активизировались мобильные мошенники,Сбербанк,1,gpt-4.1,1,0.95,ok
ml_000827,"Суд рассмотрит жалобу потерпевших на УДО фигуранта дела о хищении 3 млрд рублей у банков Обязанности по полному возврату кредитов мошенники так и не выполнили. Среди пострадавших банков - Сбербанк, ВТБ, Россельхозбанк, Уралсиб и другие. nВ октябре 2015 года Андрей Палферовnбыл приговоренnк 10 годам лишения свободы в колонии общего режима и штрафу в 1 млн рублей, однако после апелляции суд снизил срок наказания до 9 лет и четырех месяцев лишения свободы в колонии общего режима со штрафом в 1 млн рублей.",Суд рассмотрит жалобу потерпевших на УДО фигуранта дела о хищении 3 млрд рублей у банков,Сбербанк,1,gpt-4.1,1,0.95,ok
ml_000828,"В Челябинской области мошенники похитили у банка 20 млн рублей В Челябинской области предстали перед судом мошенники, которые обманули банк на 20 млн рублей. Как было установлено, в 2013 году трое жителей Еманжелинска под видом учредителей компании предоставили в «Сбербанк» несоответствующие действительности документы, согласно которым у фирмы значились на балансе активы и недвижимости. Таким образом они получили кредит, выплачивать который не стали.",В Челябинской области мошенники похитили у банка 20 млн рублей,Сбербанк,1,gpt-4.1,1,0.98,ok
ml_000830,"В Минусинске осуждены обокравшие Сбербанк мошенники В городе Минусинск Красноярского края осуждены мошенники, которые обманули Сбербанк на 7,6 миллиона рублей. Об этом 9 июля сообщает агентство ""Хакасия"".",В Минусинске осуждены обокравшие Сбербанк мошенники,Сбербанк,1,gpt-4.1,1,0.85,ok
ml_000831,"Сбербанк сообщил о новом способе кражи наличности из банкоматов Сбербанк обнаружил новый вид кражи наличности в банкоматах, когда мошенники выкачивают деньги с помощью специальной шины, сообщил зампред крупнейшего российского банка Станислав Кузнецов на международной конференции «Актуальные вопросы развития наличного денежного обращения». «Тенденция появилась буквально четыре-пять месяцев назад, нового преступления, называется drilled box, когда просверливается дырочка в банкомате — в определенных видах банкомата, определённой марки, мы все их знаем, — и подключается шина, и с помощью этой шины выкачиваются мгновенно деньги», — цитирует Кузнецова РИА Новости.",Сбербанк сообщил о новом способе кражи наличности из банкоматов,Сбербанк,1,gpt-4.1,1,0.95,ok
ml_000833,"Мошенники обчистили банковский счет мелитопольской пенсионерки В это время она имела открытый счет в банке ""Финансы и кредит"". В сентябре того же года финучреждение было ликвидировано и счета пенсионеров были переведены в Сбербанк. Когда в 2017 году женщина вернулась в Мелитополь, она получила карту Сбербанка и обнаружила, что с ее счета пропало 34,5 тыс. грн. и обратилась в полицию.",Мошенники обчистили банковский счет мелитопольской пенсионерки,Сбербанк,1,gpt-4.1,1,0.8,ok
ml_000835,"В Ярославле задержаны мошенники, планировавшие обналичить поддельные векселя Сбербанка на 7 млрд рублей /ИТАР-ТАСС/. В Ярославле полиция задержала восьмерых мошенников, предоставивших в Сбербанк поддельные векселя на сумму в 1 млрд рублей. При обысках у подозреваемых обнаружены подделки еще на 6 млрд рублей.","В Ярославле задержаны мошенники, планировавшие обналичить поддельные векселя Сбербанка на 7 млрд рублей",Сбербанк,1,gpt-4.1,1,0.95,ok
ml_000836,"В Челябинской области местного жителя обвиняют в афере на 55 млн рублей В Челябинской области местного жителя обвиняют в афере на 55 млн рублей. По версии следствия, в 2010–2011 годах мужчина по предварительному сговору с 4 соучастниками совершил хищение денежных средств компаний «Сбербанк Лизинг» и «ЛизингФинТраст». Не имея намерений приобретать спецтехнику, обвиняемый заключил договор купли-продажи автокрана между двумя подконтрольными им коммерческими фирмами, после чего предоставил для осмотра сотрудникам «Сбербанк Лизинг» автокран с поддельным паспортом транспортного средства.",В Челябинской области местного жителя обвиняют в афере на 55 млн рублей,Сбербанк,1,gpt-4.1,1,0.83,ok
