sample_id,event_group_id,split,text_fragment,title,entity_norm,found_risk_keywords,source,published_year,published_month,alert_flag,risk_type_4cls
ml_000611,eg_000550,train,Совкомбанк прекращает работу с наличной валютой Совкобманк с 5 сентября прекращает работу с наличной иностранной валютой в большинстве регионов. Цель — оптимизация бизнес-процессов.,Совкомбанк прекращает работу с наличной валютой,Совкомбанк,,buriy,2014,9,0,no_risk
ml_000612,eg_000551,train,"Кирилл Варламов: цифровая экономика без человеческого капитала несостоятельна nУ ФРИИ более 200 партнеров — государственных и частных корпораций, мы с ними постоянно общаемся. И видим, что большинство пока мыслят горизонтом год-два-три, стратегически на перспективу мыслят очень немногие: ""Росатом"" думает в терминах 2030 года, Сбербанк активно меняется в этом направлении, развиваются ""Сибур"", МТС, Х5, ""Ростелеком"". Например, с ""Ростелекомом"" у нас запущена совместная акселерационная программа, в рамках которой мы начали набор технологических стартапов.",Кирилл Варламов: цифровая экономика без человеческого капитала несостоятельна,Сбербанк,хакеры,ods_tass,2018,4,0,no_risk
ml_000613,eg_000552,train,"Суд отказался арестовать активы Тельмана Исмаилова по иску Банка Москвы Арбитражный суд Москвы отказался арестовать активы ООО «КБФ «АСТ», которое входит в группу АСТ бизнесмена Тельмана Исмаилова, на сумму более $213 млрд по иску Банка Москвы, входящего в группу ВТБ. Об этом свидетельствует информация на сайте суда.",Суд отказался арестовать активы Тельмана Исмаилова по иску Банка Москвы,ВТБ,суд,buriy,2015,8,0,no_risk
ml_000614,eg_000553,valid,"Источники: жертвой хакеров Cobalt наряду с ""Глобэксом"" стал ""Севастопольский морской банк"" nМассовым проблемам - массовые решенияnНебольшим региональным банкам самостоятельное создание и поддержка таких систем, а также услуги крупных вендоров просто не по карману, отмечал недавно на пресс-конференции новый глава ассоциации банков ""Россия"" Георгий Лунтовский. Созданный в ассоциации комитет по информационной безопасности, который возглавит зампред правления Сбербанка Станислав Кузнецов (Сбербанк имеет опыт борьбы с фишингом и социальной инженерией), будет заниматься разработкой нормативной базы, а также реализацией конкретных проектов по поддержке развития новых финансовых технологий и кибербезопасности участников рынка. nПредседатель совета ассоциации, глава комитета по финансовым рынкам Государственной Думы РФ Анатолий Аксаков позднее выразил мнение, что в России целесообразно создать две структуры по обеспечению киберзащиты банков и нефинансовых организаций.","Источники: жертвой хакеров Cobalt наряду с ""Глобэксом"" стал ""Севастопольский морской банк""",Сбербанк,хакеры; хакерская атака,ods_tass,2017,12,0,no_risk
ml_000615,eg_000554,valid,"Reuters: Уолл-стрит считает санкции США против РФ слишком расплывчатыми Финучреждения опасаются, что по ошибке могут нарушить режим санкций, что приведет к карательным мерам со стороны регуляторов, указывает агентство. n16 июля США ввели дополнительные санкции против России в связи с ситуацией вокруг Украины. В частности, в черный список включены компании ""Роснефть"" и НОВАТЭК, а также Внешэкономбанк и Газпромбанк. Санкции лишают компании доступа ""к новому финансированию"", причем только долгосрочному, более чем на 90 дней (то есть возможности получать соответствующие банковские кредиты в США), но не запрещают американским партнерам поддерживать с ними другие деловые отношения и осуществлять другие финансовые транзакции.",Reuters: Уолл-стрит считает санкции США против РФ слишком расплывчатыми,Газпромбанк,санкции,ods_tass,2014,7,0,no_risk
ml_000616,eg_000555,test,"Суд отправил гендиректора омского ""Мостовика"" под домашний арест На тот момент ее кредиторская задолженность превышала 40 млрд руб. Сбербанк подал иск о взыскании с «Мостовика» 18,9 млрд руб., Альфа-банк 3,3 млрд руб., Газпромбанк 3,4 млрд руб. В мае Сбербанк за долги получил 20% компании и обещал активно участвовать в управлении «Мостовиком», в том числе помогать получать новые подряды.","Суд отправил гендиректора омского ""Мостовика"" под домашний арест",Альфа-Банк,мошенничество,buriy,2014,11,0,no_risk
ml_000617,eg_000556,train,"Суд в Петербурге продлил процедуру банкротства компании Кехмана на полгода Это связано с иском Сбербанка о привлечении Кехмана к субсидиальной ответственности"", - сказал он. nРанее Сбербанк подал иск о привлечении Владимира Кехмана к субсидиальной ответственности, поскольку у истцаnесть подозренияnо скрытых активах у бизнесмена. Иск будет рассмотрен 9 января.",Суд в Петербурге продлил процедуру банкротства компании Кехмана на полгода,Сбербанк,суд; иск,ods_tass,2017,12,0,no_risk
ml_000618,eg_000557,train,"Пристегните ремни - правительство разрабатывает антикризисный план С трудом, но она адаптируется к неблагоприятным условиям. Глава ВТБ Андрей Костин говорит - бизнесмены, собравшиеся здесь, санкции не приемлют. ""Однозначное мнение бизнеса, прежде всего, западноевропейского, который несет серьезные потери, в том, что санкции должны быть отменены, что вообще их введение само по себе является абсолютно неправильными методами со стороны политических властей.",Пристегните ремни - правительство разрабатывает антикризисный план,ВТБ,санкции,buriy,2015,1,0,no_risk
ml_000619,eg_000558,valid,"Обслуживание карт Сбербанка осуществляется в штатном режиме /ТАСС/. Сбербанк заявил о возобновлении обслуживания своих банковских карт. ""Действительно, были возможны кратковременные перерывы в совершении операций.",Обслуживание карт Сбербанка осуществляется в штатном режиме,Сбербанк,недоступна,ods_tass,2015,11,0,no_risk
ml_000620,eg_000559,train,"Роскомнадзор: сбой в оплате картами Сбербанка произошел не из-за атак хакеров nПо данным банка, инцидентnпроизошелnв 16:40 мск, он повлиял на обслуживание клиентов Сбербанка в устройствах сторонних банков и клиентов сторонних банков в устройствах Сбербанка. Позднее Сбербанк сообщил, что устранил технический сбой, продлившийся 40 минут. Сейчас все системы банка работают в штатном режиме.",Роскомнадзор: сбой в оплате картами Сбербанка произошел не из-за атак хакеров,Сбербанк,сбой; технический сбой,ods_tass,2017,6,1,operational_risk
ml_000621,eg_000560,train,"ВТБ просит признать авиакомпанию ""ВИМ-авиа"" банкротом ВТБ подал в Арбитражный суд Москвы заявление о банкротстве авиакомпании «ВИМ-авиа». Заявление зарегистрировано 22 января, говорится на сайте суда.","ВТБ просит признать авиакомпанию ""ВИМ-авиа"" банкротом",ВТБ,суд,buriy,2015,1,0,no_risk
ml_000622,eg_000561,train,"Украина купила у России газа в четыре раза больше плана Украинская компания собирается также продлить на пять лет срок пользования полученным в минувшем году кредитом Газпромбанка на сумму 2 миллиарда долларов. Газпромбанк согласен на продление при условии получения государственных гарантий. Переговоры начались еще в июне, а в июле правительство попросило у Верховной Рады разрешения предоставить госгарантии погашения долга.",Украина купила у России газа в четыре раза больше плана,Газпромбанк,,lenta,2013,7,0,no_risk
ml_000623,eg_000431,train,"НБУ предложит СНБО ввести санкции против российских банков Ранее 10 марта премьер-министр Украины Владимир Гройсман заявил, что Киев обеспечит «адекватный ответ», если информация об обслуживании Сбербанком на территории Украины лиц с паспортами самопровозглашенных Донецкой и Луганской народных республик подтвердится. 7 марта Сбербанк России проинформировал о начале обслуживания клиентов по паспортам ДНР и ЛНР. В тот же день министр внутренних дел Украины Арсен Аваков заявил, что дочернее предприятие Сбербанка должно прекратить работу на Украине, а НБУ следует немедленно ввести против него санкции.",НБУ предложит СНБО ввести санкции против российских банков,Сбербанк,санкции,lenta,2017,3,1,regulatory_risk
ml_000624,eg_000562,train,"В Сбербанке подтвердили информацию о вводе ограничения на перевод денег по номеру телефона А переводы на кредитную карту будут поступать по номеру карты"", - передает пресс-служба банка. nРанее в Telegram-каналах и СМИ появилась информация, что Сбербанк в ближайшее время отменит возможность перевода денег на кредитные карты по номеру телефона. nКак передает пресс-служба банка, причиной для данного нововведения послужили жалобы клиентов, возникшие в результате случайного перевода средств на кредитную карту, поскольку в соответствии с действующими тарифами банка услуга вывода средств с кредитной карты является платной.",В Сбербанке подтвердили информацию о вводе ограничения на перевод денег по номеру телефона,Сбербанк,жалобы клиентов,ods_tass,2018,12,1,operational_risk
ml_000625,eg_000242,test,"""Сбербанк России"" приостановит операции в банкоматах и терминалах, ""Сбербанке Онлайн"" и ""Мобильном банке"" 28 августа «Сбербанк России» сообщил о том, что 28 августа, в период с 00:00 по 02:00 по московскому времени, планируется проведение технологических работ в процессинговом центре. Как говорится в заявлении банка, в связи с этим в указанный период будет недоступно проведение операций в «Личном кабинете» в банкоматах и терминалах «Сбербанка», осуществление платежей в интернете по технологии 3D-Secure (Secure Code) с использованием банковских карт «Сбербанка России».","""Сбербанк России"" приостановит операции в банкоматах и терминалах, ""Сбербанке Онлайн"" и ""Мобильном банке"" 28 августа",Сбербанк,недоступно,buriy,2014,8,1,operational_risk
ml_000626,eg_000563,train,"Сбербанк сообщил о масштабном сбое в работе МОСКВА, 8 ноя — РИА Новости. Клиенты Сбербанка столкнулись с трудностями при проведении операций по вкладам, заявили РИА Новости в пресс-службе банка.Как уточнил представитель Сбербанка, специалисты уже работают над устранением проблемы.Ранее пользователи портала Downdetector сообщили о неполадках при входе в ""Сбербанк-онлайн"".",Сбербанк сообщил о масштабном сбое в работе,Сбербанк,сбой,telegram_contest,2019,11,0,no_risk
ml_000627,eg_000564,train,"Альфа-банк вернул деньги, украденные мошенниками в Петербурге Альфа-банк вернул деньги своим клиентам, пострадавшим от мошенников. В конце марта мошенники по поддельным документам получили доступ к их мобильным телефонам, на которые банк присылает разовые пароли к операциям через интернет-банк, и перевели деньги на счет некоего клиента Альфа-банка, пишет NEWSru со ссылкой на газету ""Ведомости"".","Альфа-банк вернул деньги, украденные мошенниками в Петербурге",Альфа-Банк,мошенники,taiga_fontanka,2009,4,1,cyber_risk
ml_000628,eg_000565,train,"Путин проведет встречу с главой Сбербанка Кроме того, напомнил Песков, президент продолжит начатую в понедельник серию совещаний с военными и ""капитанами"" отечественного ВПК по вопросам военного строительства. За минувшие дни Сбербанк несколько раз испытывал проблемы с обслуживанием банковских карт, в связи с чем ввел ограничения для своих клиентов.",Путин проведет встречу с главой Сбербанка,Сбербанк,ограничения,buriy,2015,11,0,no_risk
ml_000629,eg_000566,train,"Российские компании, против которых были введены новые санкции США от 12 сентября 2014 г. Собственником 60,93% акций является Росимущество, остальные акции торгуются на бирже. ОАО ""Газпромбанк"", один из крупнейших российских коммерческих банков. Занимает 3-е место в России по размеру активов (3,8 трлн рублей) и вкладам физических лиц (362 млрд рублей).","Российские компании, против которых были введены новые санкции США от 12 сентября 2014 г.",Газпромбанк,санкции,buriy,2014,9,0,no_risk
ml_000630,eg_000567,train,"Сбербанк задержал треть пенсий в Москве из-за компьютерного сбоя Около трети московских пенсионеров не смогли вовремя получить пенсию из-за компьютерного сбоя в Сбербанке, пишет в понедельник газета ""Ведомости"". В результате сбоя, возникшего в четверг, пенсионеры, которые являются клиентами Сбербанка, обнаружили на своем счету вместо пенсии лишь 500 рублей, зачисленные в честь Дня народного единства.",Сбербанк задержал треть пенсий в Москве из-за компьютерного сбоя,Сбербанк,сбой,lenta,2008,11,0,no_risk
ml_000631,eg_000568,valid,"На сервере Росбанка произошёл сбой По его словам, сбой затронул всех клиентов банка. Ранее Сбербанк сообщил о сбое в работе своего мобильного приложения. Учёный-криминалист Виталий Вехов, эксперт в области информационной безопасности, в беседе с ФАН рассказал, как не стать жертвой нового вида мошенничества с банковскими картами на основе системы быстрых платежей с помощью смс-сообщений.",На сервере Росбанка произошёл сбой,Сбербанк,сбой,telegram_contest,2019,11,1,operational_risk
ml_000632,eg_000262,valid,"Европарламент предлагает ЕС рассмотреть возможность отключения РФ от SWIFT nПоследние санкции ЕС против РФnПоследний пакет санкций в отношении России был принят ЕС 12 сентября. Новые ограничительные меры затронули крупнейшие российские госбанки - Сбербанк, ВТБ, ВЭБ, Газпромбанк и Россельхозбанк, компании ""Роснефть"", ""Транснефть"", ""Газпром нефть"", ""Уралвагонзавод"", ""Оборонпром"" и Объединенную авиастроительную корпорацию. nПомимо компаний, ЕС внес еще 24 фамилии в свой черный список для России и Украины, доведя общее число его фигурантов до 119.",Европарламент предлагает ЕС рассмотреть возможность отключения РФ от SWIFT,Сбербанк,санкции,ods_tass,2014,9,0,no_risk
ml_000633,eg_000569,train,"Стали известны подробности противостояния Сбербанка с ЦБ Это делается для того, чтобы граждане могли получать банковские услуги в любой кредитной организации, даже если прежде не имели с ней дела. Данные должны направляться в созданную ЦБ Единую биометрическую систему (ЕБС), однако на деле Сбербанк отправляет образцы в собственную систему, которая на данный момент намного превосходит аналог от регулятора. «Некоторые банки вместо ЕБС передают данные клиентов в собственные биометрические системы, вводя клиентов в заблуждение.",Стали известны подробности противостояния Сбербанка с ЦБ,Сбербанк,данные клиентов,lenta,2019,1,1,regulatory_risk
ml_000634,eg_000570,test,"В РФ в 2020 году могут появиться национальные стандарты по big data и кибербезопасности nСобеседник ТАСС рассказал, что в проекте плана мероприятий по направлению ""нормативное регулирование"" предполагается, что проекты национальных стандартов в указанных сферах будут разработаны в 2019 году, а утверждены в 2020 году. nОтветственными за разработку нацстандарта по информационной безопасности станут Росстандарт и Сбербанк; нацстандарта в области технологий больших данных - Росстандарт, МГУ (Национальный центр цифровой экономики) и ""Ростелеком""; нацстандарта в области интернета вещей - Росстандарт и МГУ; нацстандарта в области технологии ""умное производство"" - Росстандарт, Институт развития информационного общества и ""Ростелеком""; нацстандарта в области технологии ""умное производство"" - Росстандарт; нацстандарта в области технологии ""умные города"" - Росстандарт; нацстандарта в области технологии ""искусственный интеллект"" - Росстандарт, Росатом, Ростех, РВК, МТС, РЖД, ОАК, ВНИИНМАШ, ""Т-Платформы"". n""Облачная"" электронная подпись и смарт-контактыnКак рассказал собеседник агентства, предполагается, что к концу 2018 года в российское законодательство будут внесены изменения, которые определят порядок идентификации оборудования ""интернета вещей"". Помимо Минкомсвязи, участие в разработке соответствующего законопроекта могут принять фонд ""Сколково"" и госоператор ""Ростелеком"".",В РФ в 2020 году могут появиться национальные стандарты по big data и кибербезопасности,Сбербанк,информационная безопасность,ods_tass,2017,11,0,no_risk
ml_000635,eg_000571,train,"«Банк24.ру» посоветовал клиентам запастись наличными Представитель банка объяснил «Ведомостям», что процессинг пластиковых карт банка «осуществляет один из госбанков, попавших под санкции». Санкции ЕС и США коснулись пяти крупнейших банков Сбербанка, ВТБ (ЕС отдельно отметил в санкционном списке Банк Москвы), Россельхозбанка, Газпромбанка и формально не являющегося кредитной организацией Внешэкономбанка. Все они не могут привлекать долговой и акционерный капитал сроком более 90 дней.",«Банк24.ру» посоветовал клиентам запастись наличными,ВТБ,санкции,buriy,2014,9,0,no_risk
ml_000636,eg_000572,train,"Сбербанк подал иск к двум ""дочкам"" ""Мечела"" на 24,6 млн рублей nПереговоры о реструктуризации долгаn""Мечел"" ведет переговоры с кредиторами о реструктуризации долга с начала прошлого года. Договориться удалось пока с Газпромбанком и ВТБ, последний согласился перенести выплату тела основного долга с 2015-2016 на 2018-2019 гг, а также снизить ставку (она выросла с 12 до 35% к концу прошлого года из-за изменения ключевой ставки ЦБ). Основным условием реструктуризации было полное погашение процентной долга, штрафов и пеней перед ВТБ, что ""Мечел"" и сделал в начале июля.","Сбербанк подал иск к двум ""дочкам"" ""Мечела"" на 24,6 млн рублей",ВТБ,иск,ods_tass,2015,7,0,no_risk
ml_000637,eg_000573,train,"Греф назвал бессмысленным ограничение доступа к данным ""Повышенная ответственность должна заключаться в том, чтобы создавать максимальное количество закрытых на многие замки тем, которые касаются наших клиентских данных"", - отметил Греф. nОн добавил, что видит на рынке компании, чьи продукты не так хорошо защищены от взлома злоумышленников: ""Мы (Сбербанк - прим. ТАСС) знаем имена компаний, которые регулярно допускают взломы своих клиентов, чем пользуются злоумышленники.",Греф назвал бессмысленным ограничение доступа к данным,Сбербанк,злоумышленники,ods_tass,2018,11,0,no_risk
ml_000638,eg_000574,test,"В интернет-банке ВТБ 24 зафиксированы сбои в работе В интернет-банке ВТБ24 зафиксированы сбои в работе 27. 07. 2015, 14:03 В работе интернет-банка ВТБ24 зафиксирован сбой.",В интернет-банке ВТБ 24 зафиксированы сбои в работе,ВТБ,сбой,buriy,2015,7,1,operational_risk
ml_000639,eg_000169,test,"На Android появился вирус, который ворует деньги из приложений российских банков После загрузки и установки на устройство троян начинает действовать в фоновом режиме, а пользователи этого даже не замечают.От действий мошенников уже пострадали клиенты «Почта Банка» и МКБ. ВТБ, «Росбанк» и «Райффайзенбанк» пока не сообщали о проблемах. Да, таких случаев пока было немного, но сам факт того, что вирусы такого типа уже дошли до России, не может не «радовать».За последний год с помощью похожих троянов для Android злоумышленники смогли обманным путем получить около 110 миллионов рублей.","На Android появился вирус, который ворует деньги из приложений российских банков",Райффайзенбанк,злоумышленники,telegram_contest,2019,11,0,no_risk
ml_000640,eg_000536,test,"Альфа-банк решил публиковать переписку с недовольными клиентами В Сбербанке тоже нет отдельного ресурса, куда клиенты могли бы направлять предложения по улучшению работы банка. Промсвязьбанк использует два основных канала для связи с клиентами: собственные отделения и сайт banki. ru. Альфа-банк входит в пятерку крупнейших российских банков по объему активов, а среди частных финансовых организаций является крупнейшим.",Альфа-банк решил публиковать переписку с недовольными клиентами,Промсвязьбанк,обращения клиентов,lenta,2010,10,0,no_risk
ml_000641,eg_000575,train,"Жадность губит банковский сектор Согласно отчету Банка России, погоду на рынке невозвращенных кредитов делают банки, которые по величине активов занимают с 6 по 20 место. Это «Уралсиб», «Росбанк»,«Райффайзенбанк», «Русский стандарт», «Номос-банк», «Международный московский банк», «Россельхозбанк», «МДМ-банк», «Промсвязьбанк», «Промышленно-строительный банк», «ВТБ-24», Ситибанк, «Петрокоммерц», «АК Барс» и «Зенит». На их долю приходится почти 22 млрд рублей по просроченной задолженности физических лиц.",Жадность губит банковский сектор,Россельхозбанк,,taiga_fontanka,2007,3,0,no_risk
ml_000642,eg_000576,train,"«Тинькофф» потребовал с клиентов деньги за ошибку в курсах валют Банк подписал документ, однако в итоге обе стороны отказались от взаимных претензий. В конце декабря в похожей ситуации оказался Сбербанк. Житель Перми Алексей Иванцов купил датскую крону дешевле реального курса, однако в банке позже заявили, что произошел технический сбой и проведенные операции отменены.",«Тинькофф» потребовал с клиентов деньги за ошибку в курсах валют,Сбербанк,сбой; технический сбой,buriy,2015,6,1,operational_risk
ml_000643,eg_000050,valid,"США внесли Сбербанк, ВТБ, Лукойл и Роснефть в санкционный список Ограничения введены в отношении «Транснефти», «Газпрома», «Газпромнефти», «Лукойла», «Сургутнефтегаза», «Роснефти» и «Новатэка». В списке финансовых учреждений значатся «Сбербанк», «Банк Москвы», «Внешэкономбанк», ВТБ, «Газпромбанк» и «Россельхозбанк». Также санкции введены в отношении «Ростеха», чей глава Сергей Чемезов уже находится в «черном списке» США и ЕС.","США внесли Сбербанк, ВТБ, Лукойл и Роснефть в санкционный список",Россельхозбанк,ограничения; санкции,buriy,2014,9,1,regulatory_risk
ml_000644,eg_000577,test,"УВЗ: спор со Сбербанком по иску на 2,3 млрд руб. будет решен в досудебном порядке ""Уверены, что вопрос будет решен в досудебном порядке"", - сказал Жарич, добавив, что ""это процедурные вопросы, связанные с контрактной работой с заказчиком продукции"". n""Уралвагонзавод"" выступал в качестве поручителя по кредитам дочернего предприятия - АО ""Омский завод транспортного машиностроения"" (""Омсктрансмаш""). nРанее сообщалось, что Сбербанк подал иск в арбитражный суд Омской области о взыскании с УВЗ более 2,3 млрд руб. задолженности. Как пояснили ТАСС в суде, исковое заявление принято к производству, первое заседание назначено на 17 марта.","УВЗ: спор со Сбербанком по иску на 2,3 млрд руб. будет решен в досудебном порядке",Сбербанк,иск; суд,ods_tass,2016,2,0,no_risk
ml_000645,eg_000578,train,"Требования к капиталу для госбанков под санкциями при выдаче гарантий могут быть смягчены nВ соответствии с приказом Минфина, одним из условий установления на банк максимальных лимитов является поддержание кредитной организацией норматива достаточности собственных средств (Н1) свыше 11% на все отчетные даты в течение трех последних месяцев. nКак сообщалось ранее, под санкции США и ЕС подпали такие российские банки, как ВТБ, Банк Москвы, Россельхозбанк, Сбербанк, Газпромбанк и ВЭБ.",Требования к капиталу для госбанков под санкциями при выдаче гарантий могут быть смягчены,Россельхозбанк,санкции,ods_tass,2014,10,1,regulatory_risk
ml_000646,eg_000579,train,"Сбербанк восстановил работу систем оплаты после сбоя Технический сбой в Сбербанке затронул менее 10 процентов операций по картам, на текущий момент все системы финансовой организации работают в штатном режиме. Об этом в пятницу, 9 июня, «Ленте. ру» сообщили в пресс-службе банка.",Сбербанк восстановил работу систем оплаты после сбоя,Сбербанк,сбой,lenta,2017,6,1,operational_risk
ml_000647,eg_000580,train,"Глава «Мортон» — РБК: «Строители обанкротятся, но квартиры не подешевеют» — Кто ваши основные кредиторы? — У нас традиционно Сбербанк, Промсвязьбанк, банк «Санкт-Петербург» и Московский индустриальный банк — вот четыре банка, которые активно с нами сотрудничают. — У вас пока нет проблем с обслуживанием долга?","Глава «Мортон» — РБК: «Строители обанкротятся, но квартиры не подешевеют»",Промсвязьбанк,не работает,buriy,2015,9,0,no_risk
ml_000648,eg_000581,train,"Россельхозбанк выплатит 330 млн рублей гарантии по контракту на консерваторию в Петербурге САНКТ-ПЕТЕРБУРГ, 12 декабря. /ТАСС/.",Россельхозбанк выплатит 330 млн рублей гарантии по контракту на консерваторию в Петербурге,Россельхозбанк,мошенничество,ods_tass,2017,12,0,no_risk
ml_000649,eg_000582,valid,"Альфа-Банк попал в число лидеров по запасу средств на счетах Альфа-Банк занял 4-е место среди российских банков по объему денежных средств и эквивалентов, накопленных на счетах на конец 2018 года, уступив только Сбербанку, Газпромбанку и ВТБ. Об этом свидетельствует опубликованный 14 ноября 2019 года рейтинг РБК, рассчитанный на базе отчетности крупнейших компаний и банков России, пояснили в пресс-службе банка.",Альфа-Банк попал в число лидеров по запасу средств на счетах,ВТБ,недоступна,telegram_contest,2019,11,0,no_risk
ml_000650,eg_000583,valid,"Лишение депутата Михеева иммунитета признали законным Кроме того, считают следователи, Михеев не вернул «Номос-банку» кредит на 170 миллионов рублей и попытался присвоить около двух миллиардов рублей «Промсвязьбанка». Сам Михеев утверждает, что это «Промсвязьбанк» должен ему деньги, а его уголовное преследование организовано сенатором Дмитрием Ананьевым, являющемся бенефициаром кредитного учреждения В четверг, 25 апреля, следствие провело обыски в волгоградских организациях, оказывающих юридические и бухгалтерские услуги подконтрольным Михееву фирмам. Сам депутат утверждал, что обыски проводятся в его общественной приемной, однако следствие сообщает, что обыски проводились просто в том же здании.",Лишение депутата Михеева иммунитета признали законным,Промсвязьбанк,мошенничество,lenta,2013,4,0,no_risk
ml_000651,eg_000416,train,"Объемы ипотечного кредитования в России за год снизились в пять раз По разным оценкам, ипотечные программы сохранили лишь 15 банков. Рынок ипотеки России сейчас — это рынок государственных банков (Сбербанк, ВТБ). У частных банков объемы выдачи упали в десятки раз по сравнению с докризисным временем.",Объемы ипотечного кредитования в России за год снизились в пять раз,Сбербанк,недоступна,lenta,2009,5,0,no_risk
ml_000652,eg_000584,valid,"Спарринги с Волковым и тренировочный лагерь: как Кокляев и Емельяненко готовятся к поединку Емельяненко заявил, что увидел страх в глазах Кокляева, на что тот ответил, что боец ошибся. Поединок между Емельяненко и Кокляевым состоится 29 ноября на московской «ВТБ Арене». В качестве одного из его организаторов выступает РЕН ТВ.",Спарринги с Волковым и тренировочный лагерь: как Кокляев и Емельяненко готовятся к поединку,ВТБ,не работает,telegram_contest,2019,11,0,no_risk
ml_000653,eg_000585,test,"«Балтгаз» банкротят в узком семейном кругу Также, как стало известно редакции, кредит от Промсвязьбанка на 257 млн рублей «Балтийской газовой компании» якобы выдавал сотрудник банка, который позднее перешёл на работу в структуры Мулкадара Валиева. Как к этому относится сам Промсвязьбанк, «Фонтанке» пообещали ответить вечером в пятницу, когда вернется из командировки некий ответственный спикер. Директор «Балтийской газовой компании» Фахраддин Исмаилов на вопрос «Фонтанки» про переход сотрудника банка в компанию ответить не смог — в его приемной рассказали, что он отсутствует в городе.",«Балтгаз» банкротят в узком семейном кругу,Промсвязьбанк,недоступен,taiga_fontanka,2017,8,0,no_risk
